,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
2069,215.69,92.775,168.35,329.635,145.005,114.66,41.455,43.515,99.215,63.64,74.755,250.3,174.75,150.55,49.915,128.3,109.445,160.355,53.925,89.865,66.485,35.665,78.565,136.965,124.505,224.43,47.325,119.31,86.665,63.21
2070,215.75,92.79,168.365,329.69,145.035,114.68,41.455,43.525,99.225,63.635,74.765,250.26,174.735,150.58,49.915,128.335,109.44,160.37,53.935,89.895,66.47,35.685,78.595,137.015,124.54,224.54,47.345,119.335,86.675,63.21
2071,215.775,92.8,168.415,329.785,145.04,114.705,41.455,43.525,99.225,63.63,74.775,250.37,174.78,150.57,49.935,128.365,109.46,160.41,53.945,89.915,66.495,35.675,78.605,137.065,124.52,224.49,47.345,119.355,86.69,63.195
2072,215.625,92.75,168.275,329.375,144.94,114.635,41.415,43.505,99.18,63.59,74.73,250.145,174.715,150.46,49.875,128.265,109.35,160.34,53.905,89.86,66.435,35.655,78.565,136.98,124.435,224.35,47.325,119.28,86.64,63.155
2073,215.625,92.71,168.105,329.365,144.86,114.59,41.405,43.505,99.15,63.56,74.69,250.075,174.69,150.45,49.855,128.195,109.295,160.285,53.885,89.835,66.425,35.645,78.545,136.945,124.425,224.285,47.315,119.235,86.61,63.11
2074,215.475,92.68,168.085,329.095,144.79,114.56,41.385,43.505,99.115,63.52,74.685,249.95,174.575,150.39,49.845,128.15,109.255,160.245,53.875,89.785,66.375,35.635,78.545,136.88,124.33,224.18,47.295,119.155,86.595,63.09
2075,215.505,92.69,168.145,329.175,144.835,114.545,41.385,43.505,99.095,63.54,74.665,249.95,174.505,150.39,49.865,128.15,109.295,160.23,53.865,89.815,66.36,35.635,78.545,136.88,124.345,224.225,47.305,119.145,86.59,63.095
2076,215.24,92.615,167.96,328.785,144.68,114.44,41.335,43.485,99.02,63.505,74.625,249.8,174.285,150.255,49.785,128.085,109.175,160.095,53.825,89.715,66.3,35.605,78.515,136.78,124.24,223.935,47.275,118.99,86.505,63.025
2077,215.215,92.57,167.845,328.825,144.595,114.39,41.295,43.455,99,63.465,74.58,249.535,174.225,150.23,49.715,128.005,109.075,160.015,53.795,89.615,66.25,35.585,78.475,136.725,124.17,223.97,47.255,118.935,86.47,62.985
2078,215.345,92.68,167.925,328.825,144.85,114.48,41.325,43.475,99.025,63.5,74.645,249.93,174.375,150.305,49.755,128.105,109.19,160.1,53.835,89.655,66.29,35.625,78.525,136.84,124.255,224.175,47.285,118.99,86.57,63.035
2079,215.24,92.65,167.835,328.85,144.76,114.435,41.315,43.465,99,63.485,74.595,249.715,174.225,150.245,49.715,128.045,109.095,160.1,53.805,89.61,66.26,35.605,78.52,136.765,124.17,224.05,47.275,118.9,86.495,63.015
2080,215.11,92.565,167.705,328.44,144.585,114.37,41.255,43.445,98.95,63.455,74.565,249.665,174.14,150.15,49.645,127.965,109.01,160.055,53.785,89.52,66.205,35.585,78.495,136.725,124.11,223.885,47.245,118.8,86.425,62.98
2081,214.93,92.535,167.685,328.415,144.505,114.385,41.255,43.445,98.965,63.44,74.575,249.58,174.06,150.155,49.635,127.95,109,160.03,53.805,89.475,66.215,35.575,78.495,136.715,124.035,223.93,47.225,118.735,86.435,62.975
2082,214.925,92.53,167.715,328.285,144.505,114.37,41.245,43.435,98.93,63.435,74.555,249.58,173.99,150.155,49.655,127.955,109.025,160.025,53.805,89.435,66.195,35.575,78.495,136.635,124.05,223.96,47.235,118.785,86.435,62.945
2083,215.065,92.575,167.79,328.3,144.555,114.395,41.255,43.455,98.98,63.475,74.555,249.665,174.065,150.155,49.695,127.99,109.08,160.035,53.835,89.475,66.225,35.595,78.525,136.69,124.07,224.065,47.255,118.825,86.46,62.97
2084,215.035,92.58,167.8,328.41,144.63,114.405,41.275,43.445,98.955,63.44,74.555,249.725,174.065,150.195,49.695,128.01,109.05,160.07,53.825,89.515,66.215,35.595,78.515,136.705,124.105,224.055,47.245,118.79,86.475,62.96
2085,215.12,92.555,167.79,328.575,144.67,114.4,41.285,43.435,98.96,63.46,74.565,249.725,174.05,150.18,49.705,127.98,109.05,160.04,53.815,89.485,66.23,35.595,78.505,136.685,124.13,224.01,47.255,118.815,86.465,62.955
2086,215.095,92.545,167.82,328.575,144.66,114.405,41.295,43.435,98.955,63.475,74.565,249.635,174.105,150.17,49.725,128,109.095,160.005,53.835,89.525,66.22,35.605,78.525,136.74,124.175,224.01,47.245,118.87,86.47,62.945
2087,215.115,92.595,167.865,328.735,144.695,114.42,41.295,43.435,98.96,63.465,74.575,249.73,174.015,150.24,49.725,128.005,109.1,159.99,53.855,89.545,66.22,35.605,78.535,136.77,124.15,224.05,47.255,118.835,86.47,62.95
2088,215.055,92.545,167.78,328.57,144.605,114.355,41.285,43.425,98.92,63.42,74.535,249.655,173.945,150.185,49.695,127.92,109.045,159.93,53.815,89.475,66.225,35.575,78.495,136.71,124.105,223.925,47.245,118.76,86.46,62.93
2089,215.01,92.515,167.745,328.52,144.59,114.345,41.265,43.415,98.91,63.395,74.53,249.575,173.885,150.145,49.675,127.915,109,159.885,53.805,89.46,66.22,35.575,78.485,136.68,124.095,223.98,47.255,118.74,86.445,62.92
2090,215.01,92.535,167.745,328.58,144.595,114.37,41.265,43.415,98.895,63.395,74.545,249.565,173.88,150.135,49.665,127.91,109.025,159.91,53.815,89.445,66.23,35.575,78.49,136.69,124.16,224.015,47.245,118.75,86.455,62.925
2091,214.9,92.485,167.65,328.49,144.6,114.36,41.235,43.405,98.865,63.385,74.535,249.485,173.825,150.1,49.635,127.885,108.975,159.875,53.785,89.365,66.24,35.575,78.495,136.635,124.09,223.97,47.245,118.695,86.405,62.915
